-1,-1,-1,-1,0,2018-05-26 18:44:35.811265,1
9089,7053,3750,107,0,2018-05-26 18:44:35.963194,1
8993,7016,3890,97,0,2018-05-26 18:44:36.115100,1
9006,7066,3809,99,0,2018-05-26 18:44:36.267034,1
8986,7088,3806,96,0,2018-05-26 18:44:36.418987,1
8940,7093,3901,95,0,2018-05-26 18:44:36.570844,1
9066,7158,3671,115,0,2018-05-26 18:44:36.722745,1
8847,7044,3931,96,0,2018-05-26 18:44:36.874630,1
9230,7283,3974,105,0,2018-05-26 18:44:37.026403,1
9897,8357,4173,78,0,2018-05-26 18:44:37.178216,1
9924,8357,4351,81,0,2018-05-26 18:44:37.329983,1
10219,8542,4237,77,0,2018-05-26 18:44:37.482803,1
10538,8652,4303,77,0,2018-05-26 18:44:37.635628,1
10626,8707,4162,85,0,2018-05-26 18:44:37.788461,1
10535,8648,4272,80,0,2018-05-26 18:44:37.941379,1
9841,8213,4135,91,0,2018-05-26 18:44:38.093247,1
9000,7347,3980,113,0,2018-05-26 18:44:38.245126,1
9075,7239,3997,105,0,2018-05-26 18:44:38.397017,1
8862,7406,3825,115,0,2018-05-26 18:44:38.548989,1
7918,7766,3919,124,0,2018-05-26 18:44:38.700767,1
7736,7190,3803,130,0,2018-05-26 18:44:38.852579,1
7488,6848,3680,138,0,2018-05-26 18:44:39.004407,1
7497,6791,3690,135,0,2018-05-26 18:44:39.156233,1
7424,6724,3437,148,0,2018-05-26 18:44:39.308061,1
7919,6708,3705,107,0,2018-05-26 18:44:39.459989,1
8254,6744,3741,103,0,2018-05-26 18:44:39.611818,1
9506,7537,3983,102,0,2018-05-26 18:44:39.763673,1
9053,7195,4028,97,0,2018-05-26 18:44:39.915487,1
8973,7147,3780,102,0,2018-05-26 18:44:40.067317,1
8668,7045,3929,90,0,2018-05-26 18:44:40.219138,1
8612,7132,3937,96,0,2018-05-26 18:44:40.370984,1
8596,6955,3829,92,0,2018-05-26 18:44:40.522811,1
8673,6890,3867,85,0,2018-05-26 18:44:40.674642,1
8727,6918,3701,99,0,2018-05-26 18:44:40.826469,1
8518,6866,3886,96,0,2018-05-26 18:44:40.978328,1
9278,7566,3929,98,0,2018-05-26 18:44:41.130183,1
10766,10097,4473,60,0,2018-05-26 18:44:41.284071,1
8915,7890,4022,96,0,2018-05-26 18:44:41.435986,1
9120,7811,4000,88,0,2018-05-26 18:44:41.587737,1
8982,7696,4014,95,0,2018-05-26 18:44:41.739630,1
8066,7280,3871,117,0,2018-05-26 18:44:41.891546,1
7800,7223,3687,140,0,2018-05-26 18:44:42.043441,1
8200,7203,3778,95,0,2018-05-26 18:44:42.195178,1
8311,7084,3563,100,0,2018-05-26 18:44:42.346809,1
8401,6969,3748,84,0,2018-05-26 18:44:42.498655,1
8488,6922,3831,90,0,2018-05-26 18:44:42.650587,1
8572,7000,3666,101,0,2018-05-26 18:44:42.802467,1
8380,7053,3808,94,0,2018-05-26 18:44:42.954392,1
8426,7019,3814,103,0,2018-05-26 18:44:43.106336,1
8545,7130,3717,99,0,2018-05-26 18:44:43.258245,1
8387,6939,3930,89,0,2018-05-26 18:44:43.410190,1
8699,7009,3928,108,0,2018-05-26 18:44:43.562164,1
8759,7006,3955,107,0,2018-05-26 18:44:43.714038,1
8935,7243,3815,112,0,2018-05-26 18:44:43.865989,1
8803,7197,3930,105,0,2018-05-26 18:44:44.017901,1
8748,7155,3964,102,0,2018-05-26 18:44:44.169806,1
8860,7234,3705,121,0,2018-05-26 18:44:44.321718,1
8621,6923,3940,97,0,2018-05-26 18:44:44.473670,1
8559,6823,3952,94,0,2018-05-26 18:44:44.625659,1
8542,6817,3849,96,0,2018-05-26 18:44:44.777506,1
8717,6866,3859,94,0,2018-05-26 18:44:44.929479,1
8799,6905,3744,102,0,2018-05-26 18:44:45.081328,1
8734,6897,3818,90,0,2018-05-26 18:44:45.233193,1
8764,6876,3750,93,0,2018-05-26 18:44:45.385031,1
8693,6895,3794,86,0,2018-05-26 18:44:45.536887,1
8783,6955,3821,88,0,2018-05-26 18:44:45.688724,1
8894,7025,3822,103,0,2018-05-26 18:44:45.840678,1
9564,7785,4080,88,0,2018-05-26 18:44:45.992590,1
8593,8396,4110,108,0,2018-05-26 18:44:46.144468,1
8403,8140,3979,128,0,2018-05-26 18:44:46.296349,1
8661,7937,4067,123,0,2018-05-26 18:44:46.448321,1
8379,7588,4006,127,0,2018-05-26 18:44:46.600222,1
8465,8133,4084,124,0,2018-05-26 18:44:46.752066,1
8184,7400,3779,139,0,2018-05-26 18:44:46.903998,1
7680,6667,3737,122,0,2018-05-26 18:44:47.055865,1
7636,6576,3765,113,0,2018-05-26 18:44:47.207762,1
8047,6684,3652,123,0,2018-05-26 18:44:47.359588,1
8524,6519,3880,93,0,2018-05-26 18:44:47.511429,1
8957,6532,3942,86,0,2018-05-26 18:44:47.663275,1
8922,6506,3935,82,0,2018-05-26 18:44:47.815076,1
9046,6567,3906,79,0,2018-05-26 18:44:47.966996,1
8939,6609,3798,91,0,2018-05-26 18:44:48.118775,1
8922,6689,3816,88,0,2018-05-26 18:44:48.270622,1
