2018-05-26 18:34:54.625260,2018-05-26 18:34:56.705946,2018-05-26 18:34:58.130157,2018-05-26 18:35:00.145392
2018-05-26 18:35:01.529543,2018-05-26 18:35:03.297877,2018-05-26 18:35:04.866147,2018-05-26 18:35:06.714479
2018-05-26 18:35:08.026699,2018-05-26 18:35:09.724163,2018-05-26 18:35:11.196290,2018-05-26 18:35:13.283425
2018-05-26 18:35:14.724806,2018-05-26 18:35:16.813188,2018-05-26 18:35:18.252339,2018-05-26 18:35:20.132542
2018-05-26 18:35:21.572718,2018-05-26 18:35:23.294151,2018-05-26 18:35:24.581372,2018-05-26 18:35:26.469561
2018-05-26 18:35:27.518252,2018-05-26 18:35:27.919058,2018-05-26 18:35:29.773984,2018-05-26 18:35:30.958262
2018-05-26 18:35:32.822663,2018-05-26 18:35:34.447915,2018-05-26 18:35:36.328390,2018-05-26 18:35:37.695414
2018-05-26 18:35:39.551703,2018-05-26 18:35:41.079885,2018-05-26 18:35:43.193396,2018-05-26 18:35:44.785601
2018-05-26 18:35:46.880788,2018-05-26 18:35:48.682280,2018-05-26 18:35:50.881465,2018-05-26 18:35:53.267055
