2018-05-26 18:25:04.481646,2018-05-26 18:25:11.547840,2018-05-26 18:25:13.149165,2018-05-26 18:25:15.140346
2018-05-26 18:25:17.069765,2018-05-26 18:25:19.237052,2018-05-26 18:25:21.046478,2018-05-26 18:25:22.934741
2018-05-26 18:25:24.653850,2018-05-26 18:25:26.662338,2018-05-26 18:25:28.390542,2018-05-26 18:25:30.246766
2018-05-26 18:25:31.902942,2018-05-26 18:25:33.799308,2018-05-26 18:25:35.448795,2018-05-26 18:25:37.279877
2018-05-26 18:25:38.937189,2018-05-26 18:25:40.801534,2018-05-26 18:25:42.368649,2018-05-26 18:25:44.048990
2018-05-26 18:25:45.625260,2018-05-26 18:25:47.361467,2018-05-26 18:25:48.961683,2018-05-26 18:25:50.691222
2018-05-26 18:25:52.403469,2018-05-26 18:25:54.418618,2018-05-26 18:25:56.196095,2018-05-26 18:25:58.052196
2018-05-26 18:25:59.932557,2018-05-26 18:26:01.835832,2018-05-26 18:26:03.589159,2018-05-26 18:26:05.972442
